date,max_lifespan,n_bars,total_persistence
2022-04-30,0.04545477032661438,2,0.048766881227493286
2022-05-31,0.04545477032661438,2,0.048766881227493286
2022-06-30,0.04545477032661438,2,0.048766881227493286
2022-07-31,0.08128136396408081,4,0.14886218309402466
2022-08-31,0.08444193005561829,4,0.2030797302722931
2022-09-30,0.08444193005561829,5,0.23696857690811157
2022-10-31,0.08444193005561829,6,0.25064247846603394
2022-11-30,0.08444193005561829,5,0.24733036756515503
2022-12-31,0.08045706152915955,6,0.3159559667110443
2023-01-31,0.08045706152915955,7,0.3529525399208069
2023-02-28,0.08045706152915955,7,0.3529525399208069
2023-03-31,0.08045706152915955,7,0.3320930302143097
2023-04-30,0.08045706152915955,6,0.3074977695941925
2023-05-31,0.08045706152915955,6,0.3074977695941925
2023-06-30,0.08045706152915955,6,0.3074977695941925
2023-07-31,0.08045706152915955,6,0.3074977695941925
2023-08-31,0.08045706152915955,6,0.3074977695941925
2023-09-30,0.08045706152915955,6,0.3074977695941925
2023-10-31,0.08045706152915955,6,0.3074977695941925
2023-11-30,0.08045706152915955,6,0.3074977695941925
2023-12-31,0.08045706152915955,6,0.3074977695941925
2024-01-31,0.07729649543762207,5,0.23677104711532593
2024-02-29,0.15061771869659424,3,0.26022475957870483
2024-03-31,0.1701740026473999,3,0.2797810435295105
2024-04-30,0.1701740026473999,2,0.20717057585716248
2024-05-31,0.1701740026473999,1,0.1701740026473999
2024-06-30,0.1701740026473999,1,0.1701740026473999
2024-07-31,0.025926291942596436,1,0.025926291942596436
2024-08-31,0.0,0,0.0
