,omega,omega_eq,gap,gap_pct,M2,GDP,L
2020-01-31,27.31728288907997,20.123577063672954,7.193705825407015,35.74764964819838,15427.1,21303.00125,421426.45485812554
2020-02-29,31.272657889715703,19.615854867294832,11.65680302242087,59.425414295127425,15493.4,20854.7645,484519.7977485213
2020-03-31,69.54665492957747,18.54825272144343,50.99840220813404,274.9498994542777,16033.0,20406.52775,1115041.5184859156
2020-04-30,66.80253264740799,17.41625569139252,49.386276956015465,283.56426221063805,17065.3,20394.8275,1140005.260387811
2020-05-31,46.23638778220452,16.92839811384564,29.30798966835888,173.1291376257748,17932.9,20831.364,829152.5184594954
2020-06-30,43.09934418265728,17.04420367136729,26.055140511289995,152.86804249505806,18184.3,21267.900500000003,783731.4044206947
2020-07-31,45.58327558327559,17.326750971969343,28.256524611306244,163.0803412423872,18335.4,21800.11775,835787.5911295912
2020-08-31,43.076416337285906,17.331149758635377,25.74526657865053,148.5490976490048,18411.2,21895.7985,793088.5164690383
2020-09-30,46.05475433879247,17.22787900018431,28.82687533860816,167.32689693432235,18602.5,21991.47925,856733.5675873869
2020-10-31,50.05602988260406,17.275043793684528,32.78098608891953,189.75920686756072,18757.6,22235.54325,938930.9861259338
2020-11-30,37.32927085522168,17.17117171991179,20.15809913530989,117.39501219904778,18997.0,22383.9265,709144.1584366462
2020-12-31,36.46118281641303,17.177667407519035,19.283515408893994,112.25921978471409,19115.7,22532.30975,696981.0323637066
2021-01-31,33.813343055049216,17.195961331014274,16.617381724034942,96.63537504044152,19379.0,22866.99725,655268.7750637988
2021-02-28,26.573351690377844,17.104111879094187,9.469239811283657,55.36235893579256,19641.8,23053.3015,521948.4592320635
2021-03-31,26.854851391728257,17.041571301041536,9.813280090686721,57.58436189558975,19873.2,23239.60575,533691.832678094
2021-04-30,26.290946992257297,17.020103148715425,9.270843843541872,54.46996274074626,20176.9,23565.02725,530469.8083680763
2021-05-31,27.519826964671957,16.883358760811486,10.63646820386047,62.99971678946444,20460.4,23704.1445,563066.6676279742
2021-06-30,23.55573312025569,16.968015507432362,6.5877176128233295,38.82432574356008,20477.8,23843.26175,482369.591689972
2021-07-31,23.726927608325695,17.085164577124644,6.641763031201052,38.8744457287448,20633.3,24190.18425,489564.81542086654
2021-08-31,24.753873577402985,17.060283875066933,7.693589702336052,45.09649287594792,20840.9,24397.9895,515893.0038392979
2021-09-30,22.2881463600559,17.09070178516653,5.197444574889371,30.410948831840066,20981.0,24605.79475,467627.5987803328
2021-10-31,21.370027640908543,17.16395260872887,4.2060750321796725,24.505282250899704,21160.6,24922.78675,452202.6068982094
2021-11-30,25.266305895756197,17.09782817591623,8.168477719839967,47.77494331909344,21335.5,25031.9735,539069.2694389063
2021-12-31,23.52857878475798,17.042207155022602,6.486371629735377,38.06063129460166,21498.5,25141.16025,505829.1510041194
2022-01-31,19.697501096010523,17.09917699797322,2.5983240980373026,15.195609112329114,21650.1,25403.083250000003,426452.8684787374
2022-02-28,18.909036860879905,17.142521857124166,1.7665150037557389,10.304872401382429,21725.2,25555.8195,410802.60760998813
2022-03-31,17.958236658932716,17.195901252890128,0.7623354060425882,4.433239030809519,21787.2,25708.55575,391259.6937354989
2022-04-30,17.40639269406393,17.39170349432234,0.01468919974158922,0.08446096005710209,21769.4,25980.045,378926.7251141553
2022-05-31,14.908943089430894,17.511016919739955,-2.6020738303090614,-14.859638604858953,21719.9,26098.798000000003,323820.75300813006
2022-06-30,15.721976209082229,17.646265743288865,-1.9242895342066362,-10.904797435335416,21651.5,26217.551,340404.36789094383
2022-07-31,17.023026315789473,17.798107581077808,-0.7750812652883354,-4.354852119853287,21652.9,26444.8565,368597.8865131579
2022-08-31,17.692945198383924,17.88314192352768,-0.19019672514375685,-1.0635531829757916,21638.4,26553.409,382847.0253807107
2022-09-30,18.875753097646925,18.0410421630892,0.834710934557723,4.626733461470908,21536.7,26661.9615,406521.43173809256
2022-10-31,17.123057538849224,18.253497363713993,-1.1304398248647693,-6.19300401638079,21461.7,26881.99675,367489.9239815204
2022-11-30,20.745254277009607,18.376289733218865,2.3689645437907423,12.891419204761226,21406.7,26993.4795,444087.4347316616
2022-12-31,21.13301635161777,18.55254397387484,2.580472377742929,13.908994806193025,21290.9,27104.96225,449940.9378406587
2023-01-31,22.82871357498223,18.69217216460449,4.136541410377742,22.12980585643599,21279.9,27294.8475,485792.7420042645
2023-02-28,21.780135924645283,18.777807695292562,3.0023282293527203,15.988704741637005,21243.7,27373.25,462690.673542387
2023-03-31,24.69349379465965,19.097963099353912,5.595530695305737,29.299096799988238,20947.4,27451.6525,517264.4919142536
2023-04-30,24.987443495730787,19.419694222972982,5.567749272757805,28.670633063682878,20761.4,27666.25275,518774.3093922652
2023-05-31,27.098374207770735,19.451398402433885,7.646975805336851,39.31324446256785,20829.6,27802.4505,564448.2953981813
2023-06-30,25.499332443257675,19.575067390686378,5.924265052571297,30.264340522219623,20799.4,27938.64825,530370.8152202937
2023-07-31,22.9844462635949,19.73937061082999,3.2450756527649105,16.439610546571846,20791.4,28162.315,477878.816044907
2023-08-31,22.329224743693125,19.8139254014041,2.515299342289026,12.694603877486998,20777.5,28249.784,463945.4671120839
2023-09-30,19.37585230252806,19.903725693198147,-0.5278733906700879,-2.652133569397422,20747.8,28337.253,402006.3084023917
2023-10-31,22.69160375200183,20.02931781436813,2.6622859376336976,13.291945149144787,20732.9,28495.58175,470462.7514298787
2023-11-30,24.649897206433668,20.066058775499684,4.583838430933984,22.843740677819465,20746.4,28566.4415,511396.6274035555
2023-12-31,26.871261378413525,20.08543350338055,6.785827875032975,33.78482159168167,20777.8,28637.30125,558325.6946684006
2024-01-31,24.885197850512945,20.148184735195564,4.737013115317382,23.510867989226835,20843.7,28817.88175,518699.5984367367
2024-02-29,24.43328550932568,20.144487602890894,4.288797906434787,21.29018117005523,20926.9,28927.6025,511312.9225251076
2024-03-31,25.81406052237947,20.17625527191269,5.63780525046678,27.942773197934073,20973.2,29037.32325,541403.4541479693
2024-04-30,26.114019116977698,20.32978975292571,5.784229364051988,28.45198811374606,20958.8,29238.199,547318.5038689121
2024-05-31,28.513115959794067,20.333893045467278,8.17922291432679,40.224579208898994,21019.9,29329.354,599342.8461632753
2024-06-30,27.295457213287943,20.35081187691186,6.944645336376084,34.12465988275796,21067.7,29420.509,575052.5039323865
2024-07-31,30.292260061919503,20.442175366170712,9.85008469574879,48.18511004484127,21094.4,29590.0435,638997.0506501548
2024-08-31,31.70663621367847,20.40789810893564,11.298738104742828,55.36453604595199,21185.8,29668.423000000003,671730.4534957493
2024-09-30,36.63881927039822,20.38215357232849,16.25666569806973,79.75931316767398,21268.6,29746.8025,779256.3915343916
2024-10-31,37.56734582250787,20.413127773350766,17.1542180491571,84.03522595666033,21331.0,29879.41475,801349.0537399154
2024-11-30,36.31752125034275,20.33520865045626,15.982312599886491,78.59428872655259,21451.6,29933.6475,779068.9388538525
2024-12-31,35.12700534759358,20.340097426561876,14.786907921031705,72.69831412764852,21485.3,29987.88025,754714.2479946524
2025-01-31,36.60325732899023,20.39297330258089,16.21028402640934,79.48955645598673,21547.6,30153.017,788712.3476221499
2025-02-28,38.90573770491803,20.40585542528139,18.49988227963664,90.6596753435615,21613.2,30263.921,840877.4901639344
2025-03-31,41.891132807275646,20.404823445764475,21.48630936151117,105.30014836257348,21693.5,30374.825,908765.2895546342
2025-04-30,51.8253842497227,20.504649427306653,31.32073482241605,152.7494285306107,21775.5,30638.8035,1128523.6547298366
2025-05-31,51.46925363792834,20.552068208234047,30.917185429694293,150.43345086460704,21833.8,30791.877999999997,1123769.3900797998
2025-06-30,48.95149364093463,20.555479590202022,28.396014050732607,138.14328158155868,21938.7,30944.9525,1073932.1335403726
2025-07-31,45.35117979853732,20.637977094976314,24.71320270356101,119.74624542817564,22019.9,31184.141,998628.444045812
2025-08-31,51.542340204656675,20.63228400407249,30.910056200584187,149.8140302570623,22086.8,31270.254999999997,1138405.359632211
2025-09-30,57.29898749255509,20.611645971033912,36.687341521521176,177.99326445388624,22169.8,31356.369,1270307.092912448
2025-10-31,61.41561635413464,20.593382921480373,40.82223343265427,198.22985659181697,22250.4,31442.483,1366522.0301260375
