,omega,omega_pred,delta_omega,M2_GDP
2020-04-01,66.80253264740799,32.52868336271839,34.2738492846896,0.8865248226950355
2020-05-01,46.23638778220452,31.801547509380846,14.43484027282367,0.8741258741258742
2020-06-01,43.09934418265728,31.09447057613537,12.004873606521912,0.8620689655172414
2020-07-01,45.58327558327559,30.406633831549634,15.176641751725953,0.8503401360544218
2020-08-01,43.076416337285906,30.591068008440686,12.48534832884522,0.8534850640113798
2020-09-01,46.05475433879247,30.776871485331498,15.277882853460973,0.8566533409480297
2020-10-01,50.05602988260406,30.96405956824099,19.091970314363067,0.8598452278589853
2020-11-01,37.32927085522168,31.065432092087654,6.263838763134025,0.861573808156232
2020-12-01,36.46118281641303,31.167213023224654,5.293969793188374,0.8633093525179857
2021-01-01,33.813343055049216,31.269404834706478,2.5439382203427385,0.8650519031141869
2021-02-01,26.573351690377844,31.37201001959506,-4.798658329217215,0.8668015024559377
2021-03-01,26.854851391728257,31.475031091162393,-4.620179699434136,0.8685581933989578
2021-04-01,26.290946992257297,31.57847058309582,-5.287523590838525,0.8703220191470844
2021-05-01,27.519826964671957,31.548873598036963,-4.029046633365006,0.8698173383589447
2021-06-01,23.55573312025569,31.51931091837949,-7.963577798123797,0.8693132425383946
2021-07-01,23.726927608325695,31.489782484513697,-7.762854876188001,0.8688097306689835
2021-08-01,24.753873577402985,31.313327722139917,-6.559454144736932,0.8658008658008658
2021-09-01,22.2881463600559,31.138090939144035,-8.849944579088135,0.8628127696289905
2021-10-01,21.370027640908543,30.96405956824099,-9.594031927332448,0.8598452278589853
2021-11-01,25.266305895756197,30.949610975198254,-5.683305079442057,0.8595988538681948
2021-12-01,23.52857878475798,30.935170659779722,-7.406591875021743,0.8593526210254941
2022-01-01,19.697501096010523,30.920738614874026,-11.223237518863503,0.859106529209622
2022-02-01,18.909036860879905,30.548385292557214,-11.639348431677309,0.8527572484366118
2022-03-01,17.958236658932716,30.18149539370554,-12.223258734772823,0.8465011286681715
2022-04-01,17.40639269406393,29.819949549402978,-12.41355685533905,0.8403361344537815
2022-05-01,14.908943089430894,29.4364360887001,-14.527492999269205,0.8337965536409115
2022-06-01,15.721976209082229,29.058845615807314,-13.336869406725086,0.8273579702151131
2022-07-01,17.023026315789473,28.68704197008529,-11.664015654295817,0.8210180623973727
2022-08-01,17.692945198383924,28.243156001507728,-10.550210803123804,0.8134490238611713
2022-09-01,18.875753097646925,27.80737971747162,-8.931626619824694,0.8060182697474476
2022-10-01,17.123057538849224,27.37949288692711,-10.256435348077886,0.7987220447284346
