# artifact=p124-s8-final-recon-c3-2308-ledger-20260719.tsv
# inputs=/tmp/c_m.txt,/tmp/c_v3.txt,/tmp/p92_ckpt_dump_v3.txt,/tmp/p125_audit.out
# total_deleted_cert=2308 unique_lost_terminal=358 expected=2308/358
# deleted_cert_by_old_terminal_class type1=44 type2=1417 type3=847
# unique_lost_terminal_by_old_class type1=8 type2=220 type3=130
# semantic_reason_rows S8_P1_TREND_TYPE1_REQUIRED=2264 S8_P3_TREND_OWNER_B_GATE_INFERRED=44
# turn_class_deleted ExecEvidenceOnly=1107 NestedConfirmed=1166 XiaozhuandaCandidate=35
# terminal_multiplicity 2:1 3:21 4:33 5:59 6:80 7:61 8:19 9:83 10:1
# invariants map_missing=0 nontrend=0 cert_turn_pair_bad=0
# authority_gap=main_repo_missing_requested_rulings_and_p124_source; type1_drop_owner_reason_is_inferred_because_p125_owner_readback_was_not_done
v3_cert_line	v3_turn_line	p125_line	caliber	exec	top	side	bucket	kinds	judge_at	ids	terminal_key	terminal_kind	old_terminal_class	old_terminal_bits	turn_class	confirmed_vec	semantic_reason_code	reason_strength	authority_status
76406	76407	649	B	1	4	Short	trend	Trend,Trend,Trend,Trend	4613104,4613104,4613104,4556456	4:4613084:190956-4613084|3:4613084:206740-4613084|2:4613084:252952-4613084|1:4548626:4547213-4548626	1:4548626:4547213-4548626	Trend	type2	000010	ExecEvidenceOnly	0001	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
76408	76409	650	B	1	4	Short	trend	Trend,Trend,Trend,Trend	4613104,4613104,4613104,4604308	4:4613084:190956-4613084|3:4613084:206740-4613084|2:4613084:252952-4613084|1:4602812:4602225-4602812	1:4602812:4602225-4602812	Trend	type2	000010	ExecEvidenceOnly	0001	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
76410	76411	651	B	1	4	Short	trend	Trend,Trend,Trend,Trend	4613104,4613104,4613104,4604983	4:4613084:190956-4613084|3:4613084:206740-4613084|2:4613084:252952-4613084|1:4604442:4604287-4604442	1:4604442:4604287-4604442	Trend	type2	000010	ExecEvidenceOnly	0001	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
76992	76993	107	A	1	5	Long	mixed	Trend,Consolidation,Trend,Trend,Trend	3558109,2598600,4611433,2404192,2389510	5:2826563:2721044-2826563|4:2485296:2477437-2485296|3:4611356:2373013-4611356|2:2385323:2383788-2385323|1:2382706:2382051-2382706	1:2382706:2382051-2382706	Trend	type2	010000	NestedConfirmed	10011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
76996	76997	109	A	1	5	Long	mixed	Trend,Consolidation,Consolidation,Trend,Trend	3558109,2598600,2493062,4613496,2459486	5:2826563:2721044-2826563|4:2485296:2477437-2485296|3:2440097:2437167-2440097|2:4613433:2438872-4613433|1:2459438:2446964-2459438	1:2459438:2446964-2459438	Trend	type2	010000	NestedConfirmed	10001	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
76998	76999	110	A	1	5	Long	mixed	Trend,Consolidation,Trend,Trend,Trend	3558109,2598600,2534214,2508683,2490801	5:2826563:2721044-2826563|4:2485296:2477437-2485296|3:2527388:2485303-2527388|2:2481540:2479916-2481540|1:2490535:2487458-2490535	1:2490535:2487458-2490535	Trend	type2	010000	NestedConfirmed	10111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77000	77001	111	A	1	5	Long	mixed	Trend,Consolidation,Trend,Consolidation,Trend	3558109,2598600,2534214,2520936,2513729	5:2826563:2721044-2826563|4:2485296:2477437-2485296|3:2527388:2485303-2527388|2:2511070:2510734-2511070|1:2513652:2511227-2513652	1:2513652:2511227-2513652	Trend	type3	001000	NestedConfirmed	10111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77008	77009	117	A	1	5	Long	mixed	Trend,Trend,Consolidation,Consolidation,Trend	3558109,2807576,2736940,2712085,2672869	5:2826563:2721044-2826563|4:2807448:2578970-2807448|3:2673911:2672507-2673911|2:2660901:2660648-2660901|1:2672592:2668906-2672592	1:2672592:2668906-2672592	Trend	type2	010000	NestedConfirmed	11111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77010	77011	118	A	1	5	Long	mixed	Trend,Trend,Consolidation,Consolidation,Trend	3558109,2807576,2736940,2712085,2699703	5:2826563:2721044-2826563|4:2807448:2578970-2807448|3:2673911:2672507-2673911|2:2660901:2660648-2660901|1:2699551:2695623-2699551	1:2699551:2695623-2699551	Trend	type3	001000	NestedConfirmed	11111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77044	77045	484	A	1	5	Short	mixed	Trend,Consolidation,Consolidation,Trend,Trend	4572607,838606,801174,4613104,701072	5:4572566:1150935-4572566|4:787213:775278-787213|3:729284:727878-729284|2:4613084:701465-4613084|1:700347:699887-700347	1:700347:699887-700347	Trend	type2	000010	ExecEvidenceOnly	01101	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77046	77047	485	A	1	5	Short	mixed	Trend,Consolidation,Consolidation,Trend,Trend	4572607,838606,801174,4613104,719958	5:4572566:1150935-4572566|4:787213:775278-787213|3:729284:727878-729284|2:4613084:701465-4613084|1:714391:713729-714391	1:714391:713729-714391	Trend	type2	000010	ExecEvidenceOnly	01101	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77048	77049	486	A	1	5	Short	mixed	Trend,Consolidation,Consolidation,Trend,Trend	4572607,838606,801174,4613104,722338	5:4572566:1150935-4572566|4:787213:775278-787213|3:729284:727878-729284|2:4613084:701465-4613084|1:720538:719919-720538	1:720538:719919-720538	Trend	type2	000010	ExecEvidenceOnly	01101	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77050	77051	487	A	1	5	Short	mixed	Trend,Consolidation,Consolidation,Trend,Trend	4572607,838606,801174,4613104,724784	5:4572566:1150935-4572566|4:787213:775278-787213|3:729284:727878-729284|2:4613084:701465-4613084|1:724211:723999-724211	1:724211:723999-724211	Trend	type2	000010	ExecEvidenceOnly	01101	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77052	77053	488	A	1	5	Short	mixed	Trend,Consolidation,Consolidation,Consolidation,Trend	4572607,838606,801174,750324,744760	5:4572566:1150935-4572566|4:787213:775278-787213|3:729284:727878-729284|2:740855:740434-740855|1:744728:738513-744728	1:744728:738513-744728	Trend	type2	000010	ExecEvidenceOnly	01111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77054	77055	489	A	1	5	Short	mixed	Trend,Consolidation,Consolidation,Trend,Trend	4572607,838606,801174,4613104,787639	5:4572566:1150935-4572566|4:787213:775278-787213|3:729284:727878-729284|2:4613084:775278-4613084|1:787577:774184-787577	1:787577:774184-787577	Trend	type3	000001	ExecEvidenceOnly	01101	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77056	77057	490	A	1	5	Short	trend	Trend,Trend,Trend,Trend,Trend	4572607,4613104,4613104,844169,843833	5:4572566:1150935-4572566|4:4613084:828966-4613084|3:4613084:828966-4613084|2:843840:825573-843840|1:843435:824884-843435	1:843435:824884-843435	Trend	type2	000010	ExecEvidenceOnly	00011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77058	77059	491	A	1	5	Short	trend	Trend,Trend,Trend,Trend,Trend	4572607,4613104,4613104,4613104,956142	5:4572566:1150935-4572566|4:4613084:1015889-4613084|3:4613084:938975-4613084|2:4613084:928346-4613084|1:956090:927606-956090	1:956090:927606-956090	Trend	type2	000010	ExecEvidenceOnly	00001	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77062	77063	494	A	1	5	Short	mixed	Trend,Trend,Trend,Consolidation,Trend	4572607,4613104,4613104,975344,971050	5:4572566:1150935-4572566|4:4613084:1015889-4613084|3:4613084:977729-4613084|2:959635:959426-959635|1:970321:969621-970321	1:970321:969621-970321	Trend	type2	000010	ExecEvidenceOnly	00011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77064	77065	496	A	1	5	Short	mixed	Trend,Trend,Consolidation,Trend,Trend	4572607,4613104,1036301,4613104,1009215	5:4572566:1150935-4572566|4:4613084:1015889-4613084|3:990598:988665-990598|2:4613084:1004242-4613084|1:1006394:1003607-1006394	1:1006394:1003607-1006394	Trend	type3	000001	ExecEvidenceOnly	00101	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77066	77067	497	A	1	5	Short	mixed	Trend,Trend,Consolidation,Consolidation,Trend	4572607,4613104,1036301,1019746,1024176	5:4572566:1150935-4572566|4:4613084:1015889-4613084|3:990598:988665-990598|2:1006873:1006590-1006873|1:1024082:1015501-1024082	1:1024082:1015501-1024082	Trend	type2	000010	ExecEvidenceOnly	00111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77068	77069	498	A	1	5	Short	mixed	Trend,Trend,Trend,Consolidation,Trend	4572607,4613104,4613104,1050635,1048627	5:4572566:1150935-4572566|4:4613084:1015889-4613084|3:4613084:1036108-4613084|2:1048365:1047527-1048365|1:1048585:1044779-1048585	1:1048585:1044779-1048585	Trend	type3	000001	ExecEvidenceOnly	00011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77070	77071	502	A	1	5	Short	mixed	Trend,Trend,Consolidation,Consolidation,Trend	4572607,4613104,1273242,1198674,1195428	5:4572566:1150935-4572566|4:4613084:1323102-4613084|3:1201860:1199846-1201860|2:1190029:1189751-1190029|1:1195312:1192907-1195312	1:1195312:1192907-1195312	Trend	type2	000010	ExecEvidenceOnly	00111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77072	77073	503	A	1	5	Short	mixed	Trend,Trend,Consolidation,Consolidation,Trend	4572607,4613104,1273242,1215885,1250644	5:4572566:1150935-4572566|4:4613084:1323102-4613084|3:1201860:1199846-1201860|2:1203783:1202967-1203783|1:1250606:1202685-1250606	1:1250606:1202685-1250606	Trend	type2	000010	ExecEvidenceOnly	00101	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77074	77075	504	A	1	5	Short	mixed	Trend,Trend,Consolidation,Consolidation,Trend	4572607,4613104,1273242,1215885,1207785	5:4572566:1150935-4572566|4:4613084:1323102-4613084|3:1201860:1199846-1201860|2:1203783:1202967-1203783|1:1206021:1203959-1206021	1:1206021:1203959-1206021	Trend	type3	000001	ExecEvidenceOnly	00101	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77076	77077	505	A	1	5	Short	mixed	Trend,Trend,Consolidation,Consolidation,Trend	4572607,4613104,1273242,1231223,1228935	5:4572566:1150935-4572566|4:4613084:1323102-4613084|3:1201860:1199846-1201860|2:1226317:1226002-1226317|1:1228780:1223388-1228780	1:1228780:1223388-1228780	Trend	type2	000010	ExecEvidenceOnly	00111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77078	77079	506	A	1	5	Short	mixed	Trend,Trend,Consolidation,Consolidation,Trend	4572607,4613104,1273242,1257679,1260933	5:4572566:1150935-4572566|4:4613084:1323102-4613084|3:1201860:1199846-1201860|2:1234380:1233969-1234380|1:1260863:1252497-1260863	1:1260863:1252497-1260863	Trend	type2	000010	ExecEvidenceOnly	00101	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77082	77083	508	A	1	5	Short	mixed	Trend,Trend,Consolidation,Consolidation,Trend	4572607,4613104,1307873,1301831,1299047	5:4572566:1150935-4572566|4:4613084:1323102-4613084|3:1283641:1282741-1283641|2:1296160:1295929-1296160|1:1297945:1294860-1297945	1:1297945:1294860-1297945	Trend	type3	000001	ExecEvidenceOnly	00111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77086	77087	510	A	1	5	Short	trend	Trend,Trend,Trend,Trend,Trend	4572607,1796784,4613104,1429376,1423764	5:4572566:1150935-4572566|4:1465337:1449580-1465337|3:4613084:1419232-4613084|2:1423155:1415668-1423155|1:1423743:1421811-1423743	1:1423743:1421811-1423743	Trend	type3	000001	ExecEvidenceOnly	01011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77090	77091	512	A	1	5	Short	mixed	Trend,Trend,Trend,Consolidation,Trend	4572607,1796784,4613104,1455756,1455502	5:4572566:1150935-4572566|4:1465337:1449580-1465337|3:4613084:1419232-4613084|2:1453725:1453565-1453725|1:1454599:1453844-1454599	1:1454599:1453844-1454599	Trend	type2	000010	ExecEvidenceOnly	01011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77092	77093	513	A	1	5	Short	trend	Trend,Trend,Trend,Trend,Trend	4572607,1796784,4613104,1466239,1541169	5:4572566:1150935-4572566|4:1465337:1449580-1465337|3:4613084:1419232-4613084|2:1455723:1455478-1455723|1:1540992:1461996-1540992	1:1540992:1461996-1540992	Trend	type3	000001	ExecEvidenceOnly	01011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77094	77095	514	A	1	5	Short	mixed	Trend,Trend,Trend,Consolidation,Trend	4572607,1796784,4613104,1479575,1475565	5:4572566:1150935-4572566|4:1465337:1449580-1465337|3:4613084:1419232-4613084|2:1470701:1470366-1470701|1:1474716:1470366-1474716	1:1474716:1470366-1474716	Trend	type3	000001	ExecEvidenceOnly	01011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77096	77097	515	A	1	5	Short	mixed	Trend,Trend,Trend,Consolidation,Trend	4572607,1796784,4613104,1517288,1510970	5:4572566:1150935-4572566|4:1465337:1449580-1465337|3:4613084:1419232-4613084|2:1513026:1512632-1513026|1:1510854:1508911-1510854	1:1510854:1508911-1510854	Trend	type2	000010	ExecEvidenceOnly	01011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77098	77099	516	A	1	5	Short	mixed	Trend,Trend,Consolidation,Trend,Trend	4572607,1796784,1560148,4613104,1521393	5:4572566:1150935-4572566|4:1465337:1449580-1465337|3:1437529:1430957-1437529|2:4613084:1514867-4613084|1:1521341:1517746-1521341	1:1521341:1517746-1521341	Trend	type2	000010	ExecEvidenceOnly	01001	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77100	77101	517	A	1	5	Short	mixed	Trend,Trend,Consolidation,Consolidation,Trend	4572607,1796784,1560148,1537157,1535180	5:4572566:1150935-4572566|4:1465337:1449580-1465337|3:1437529:1430957-1437529|2:1520819:1520519-1520819|1:1533430:1532895-1533430	1:1533430:1532895-1533430	Trend	type2	000010	ExecEvidenceOnly	01011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77102	77103	518	A	1	5	Short	mixed	Trend,Trend,Consolidation,Trend,Trend	4572607,1796784,1560148,1549097,1544879	5:4572566:1150935-4572566|4:1465337:1449580-1465337|3:1437529:1430957-1437529|2:1543561:1542885-1543561|1:1540919:1540199-1540919	1:1540919:1540199-1540919	Trend	type2	000010	ExecEvidenceOnly	01011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77104	77105	519	A	1	5	Short	trend	Trend,Trend,Trend,Trend,Trend	4572607,1796784,1602202,4613104,1554139	5:4572566:1150935-4572566|4:1465337:1449580-1465337|3:1559091:1548069-1559091|2:4613084:1549938-4613084|1:1548176:1547858-1548176	1:1548176:1547858-1548176	Trend	type2	000010	ExecEvidenceOnly	01101	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77106	77107	520	A	1	5	Short	mixed	Trend,Trend,Consolidation,Consolidation,Trend	4572607,1796784,1620037,1600116,1590146	5:4572566:1150935-4572566|4:1465337:1449580-1465337|3:1571820:1568886-1571820|2:1576847:1576731-1576847|1:1588681:1588001-1588681	1:1588681:1588001-1588681	Trend	type3	000001	ExecEvidenceOnly	01111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77108	77109	521	A	1	5	Short	mixed	Consolidation,Consolidation,Consolidation,Consolidation,Trend	2689791,1893042,1679096,1628068,1619868	5:2344488:2321414-2344488|4:1553943:1522177-1553943|3:1619931:1617917-1619931|2:1601087:1600738-1601087|1:1617573:1617033-1617573	1:1617573:1617033-1617573	Trend	type3	000001	ExecEvidenceOnly	00111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77110	77111	522	A	1	5	Short	mixed	Consolidation,Consolidation,Consolidation,Trend,Trend	2689791,1893042,1679096,1662455,1662830	5:2344488:2321414-2344488|4:1553943:1522177-1553943|3:1619931:1617917-1619931|2:1662435:1649623-1662435|1:1662742:1652891-1662742	1:1662742:1652891-1662742	Trend	type2	000010	ExecEvidenceOnly	00111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77114	77115	525	A	1	5	Short	mixed	Consolidation,Consolidation,Consolidation,Consolidation,Trend	2689791,1893042,1728528,1690200,1687512	5:2344488:2321414-2344488|4:1553943:1522177-1553943|3:1682341:1679488-1682341|2:1681857:1681493-1681857|1:1686390:1685843-1686390	1:1686390:1685843-1686390	Trend	type3	000001	ExecEvidenceOnly	00101	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77116	77117	526	A	1	5	Short	mixed	Consolidation,Consolidation,Consolidation,Trend,Trend	2689791,1893042,1728528,1705106,1696783	5:2344488:2321414-2344488|4:1553943:1522177-1553943|3:1682341:1679488-1682341|2:1698502:1688637-1698502|1:1696734:1688072-1696734	1:1696734:1688072-1696734	Trend	type3	000001	ExecEvidenceOnly	00111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77122	77123	530	A	1	5	Short	mixed	Consolidation,Consolidation,Trend,Consolidation,Trend	2689791,1893042,4613104,1801262,1778768	5:2344488:2321414-2344488|4:1553943:1522177-1553943|3:4613084:1765047-4613084|2:1788433:1788073-1788433|1:1777345:1776691-1777345	1:1777345:1776691-1777345	Trend	type2	000010	ExecEvidenceOnly	00011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77124	77125	531	A	1	5	Short	mixed	Consolidation,Consolidation,Consolidation,Consolidation,Trend	2689791,1893042,1850420,1821107,1819915	5:2344488:2321414-2344488|4:1553943:1522177-1553943|3:1788958:1786357-1788958|2:1803800:1803267-1803800|1:1819743:1809006-1819743	1:1819743:1809006-1819743	Trend	type2	000010	ExecEvidenceOnly	00011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77126	77127	532	A	1	5	Short	mixed	Consolidation,Consolidation,Consolidation,Consolidation,Trend	2689791,1893042,1850420,1821107,1817224	5:2344488:2321414-2344488|4:1553943:1522177-1553943|3:1788958:1786357-1788958|2:1803800:1803267-1803800|1:1815426:1814742-1815426	1:1815426:1814742-1815426	Trend	type2	000010	ExecEvidenceOnly	00011	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77128	77129	533	A	1	5	Short	mixed	Consolidation,Consolidation,Trend,Consolidation,Trend	2689791,1893042,1870178,1845523,1833453	5:2344488:2321414-2344488|4:1553943:1522177-1553943|3:1867864:1840266-1867864|2:1832066:1831745-1832066|1:1831745:1828037-1831745	1:1831745:1828037-1831745	Trend	type3	000001	ExecEvidenceOnly	00111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77132	77133	535	A	1	5	Short	mixed	Consolidation,Consolidation,Trend,Consolidation,Trend	2689791,2116070,1926477,1880891,1876547	5:2344488:2321414-2344488|4:1905266:1893590-1905266|3:1880778:1873328-1880778|2:1877855:1876218-1877855|1:1875595:1874810-1875595	1:1875595:1874810-1875595	Trend	type2	000010	ExecEvidenceOnly	01111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77136	77137	537	A	1	5	Short	mixed	Consolidation,Consolidation,Trend,Consolidation,Trend	2689791,2116070,4613104,1945870,1939812	5:2344488:2321414-2344488|4:1905266:1893590-1905266|3:4613084:1950196-4613084|2:1932996:1932170-1932996|1:1934274:1933574-1934274	1:1934274:1933574-1934274	Trend	type2	000010	ExecEvidenceOnly	01001	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77138	77139	538	A	1	5	Short	mixed	Consolidation,Consolidation,Trend,Trend,Trend	2689791,2116070,4613104,4613104,1954243	5:2344488:2321414-2344488|4:1905266:1893590-1905266|3:4613084:1950196-4613084|2:4613084:1941088-4613084|1:1950182:1946990-1950182	1:1950182:1946990-1950182	Trend	type3	000001	ExecEvidenceOnly	01001	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77140	77141	540	A	1	5	Short	mixed	Consolidation,Consolidation,Trend,Trend,Trend	2689791,2295052,2171779,2112013,2088989	5:2344488:2321414-2344488|4:2141473:2126394-2141473|3:2108909:2092840-2108909|2:2088117:2086366-2088117|1:2081398:2080763-2081398	1:2081398:2080763-2081398	Trend	type2	000010	ExecEvidenceOnly	01111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77144	77145	542	A	1	5	Short	mixed	Consolidation,Consolidation,Trend,Trend,Trend	2689791,2295052,2171779,2112013,2104300	5:2344488:2321414-2344488|4:2141473:2126394-2141473|3:2108909:2092840-2108909|2:2088117:2086366-2088117|1:2102086:2101030-2102086	1:2102086:2101030-2102086	Trend	type2	000010	ExecEvidenceOnly	01111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77146	77147	543	A	1	5	Short	mixed	Consolidation,Consolidation,Trend,Trend,Trend	2689791,2295052,2171779,2125061,2118691	5:2344488:2321414-2344488|4:2141473:2126394-2141473|3:2108909:2092840-2108909|2:2119184:2111966-2119184|1:2118629:2111318-2118629	1:2118629:2111318-2118629	Trend	type3	000001	ExecEvidenceOnly	01111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77148	77149	544	A	1	5	Short	mixed	Consolidation,Consolidation,Consolidation,Consolidation,Trend	2689791,2295052,2204056,2162297,2153722	5:2344488:2321414-2344488|4:2141473:2126394-2141473|3:2123613:2121472-2123613|2:2152089:2151849-2152089|1:2148842:2148287-2148842	1:2148842:2148287-2148842	Trend	type2	000010	ExecEvidenceOnly	01111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77154	77155	547	A	1	5	Short	mixed	Consolidation,Consolidation,Consolidation,Consolidation,Trend	2689791,2295052,2204056,2183497,2180927	5:2344488:2321414-2344488|4:2141473:2126394-2141473|3:2123613:2121472-2123613|2:2179409:2178602-2179409|1:2178602:2178454-2178602	1:2178602:2178454-2178602	Trend	type2	000010	ExecEvidenceOnly	01111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77156	77157	550	A	1	5	Short	mixed	Trend,Consolidation,Consolidation,Consolidation,Trend	3790060,2598600,2372166,2351790,2346187	5:3789925:2741411-3789925|4:2433129:2394539-2433129|3:2339433:2336590-2339433|2:2345629:2344496-2345629|1:2345210:2343275-2345210	1:2345210:2343275-2345210	Trend	type2	000010	NestedConfirmed	10111	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
77158	77159	551	A	1	5	Short	mixed	Trend,Consolidation,Trend,Trend,Trend	3790060,2598600,4613104,4613104,2350539	5:3789925:2741411-3789925|4:2433129:2394539-2433129|3:4613084:2352681-4613084|2:4613084:2351247-4613084|1:2349774:2348597-2349774	1:2349774:2348597-2349774	Trend	type2	000010	NestedConfirmed	10001	S8_P1_TREND_TYPE1_REQUIRED	DIRECT_OLD_BITS_NON_TYPE1	CANONICAL_RULING_AND_P124_SOURCE_MISSING
